Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Bathtub features (product.metafields.shopify.bathtub-features),Blade material (product.metafields.shopify.blade-material),Coating/Sealant application (product.metafields.shopify.coating-sealant-application),Color (product.metafields.shopify.color-pattern),Connecting thread (product.metafields.shopify.connecting-thread),Door closer design (product.metafields.shopify.door-closer-design),Drain location (product.metafields.shopify.drain-location),Durability features (product.metafields.shopify.durability-features),Flush system (product.metafields.shopify.flush-system),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Handle material (product.metafields.shopify.handle-material),Hardware finish (product.metafields.shopify.hardware-finish),Hardware material (product.metafields.shopify.hardware-material),Item condition (product.metafields.shopify.item-condition),Item material (product.metafields.shopify.item-material),Light temperature (product.metafields.shopify.light-temperature),Lubricant dispenser type (product.metafields.shopify.lubricant-dispenser-type),Masonry product form (product.metafields.shopify.masonry-product-form),Material (product.metafields.shopify.material),Mounting type (product.metafields.shopify.mounting-type),Power source (product.metafields.shopify.power-source),Recommended use (product.metafields.shopify.recommended-use),Security level (product.metafields.shopify.security-level),Shape (product.metafields.shopify.shape),Style (product.metafields.shopify.style),Suitable for door type (product.metafields.shopify.suitable-for-door-type),Suitable for material type (product.metafields.shopify.suitable-for-material-type),Suitable space (product.metafields.shopify.suitable-space),Toilet shape (product.metafields.shopify.toilet-shape),Wall patching application (product.metafields.shopify.wall-patching-application),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
rainfall-shower-systems-with-6-body-jets-wall-mounted,Rainfall Shower Systems with 6 Body Jets Wall Mounted,"<ul class=""a-unordered-list a-vertical a-spacing-none"">
<li>
<span class=""a-list-item"">TOP QUALITY: This shower combo set contains only top-quality selected metal parts. The faucet body, 10 inch ultra-thin pressurized </span>Rain shower head, 59 inches shower hose, wall mounted shower arm, shower holder even the embedded valve body are all made of brass material, which made it more durable than those made from stainless steel and plastic.</li>
<li><span class=""a-list-item"">HIGH PRESSURE: Pressure Balancing Shower Mixer Valve, The Diameter of the shower valve is 40mm, while other brands are 35mm only, which ensure higher pressure water to the rain shower head and handheld, the cartridge with cUPC certification, make sure you can enjoy a smooth shower even at low water pressure area</span></li>
<li><span class=""a-list-item"">3-FUNCTION WITH ONE SWITCH: Our shower valve comes with built-in diverter. Ceramic disc diverter valve provides smooth and easy function-switching operations , you can choose among 3 shower settings with one switch.</span></li>
<li><span class=""a-list-item"">6 PIECES SHOWER SPA BODY JETS: 360 Rotation Jets, Enjoy a Full-Body Shower, With the Body Spray you can shower from all angles and enjoy an invigorating.</span></li>
<li><span class=""a-list-item"">EASY INSTALLATION GUARANTEED: Designed to easily install with standard U.S / Canada plumbing connections, Standard 1/2"" NPT tapered threads.</span></li>
<li>Warranty : 5 years , Lifetime warranty on Cartridge.</li>
</ul>",FaucetWorld,Hardware > Plumbing > Plumbing Fixture Hardware & Parts > Shower Parts > Bathtub & Shower Jets,Bathtub & Shower Jets,Jets Shower Sets,true,Color,Chrome,,,,,,,,,0.0,shopify,15,deny,manual,449.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/products/InCollage_20220905_223639161.jpg?v=1662432548,1,,false,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/products/Screenshot_20220831-215121_Amazon_Shopping_368aa4df-829d-4fe4-9a12-1fd1319d935c.jpg?v=1662432548,kg,,,active
rainfall-shower-systems-with-6-body-jets-ceiling-mounted,Rainfall Shower Systems with 6 Body Jets Ceiling Mounted,"<ul class=""a-unordered-list a-vertical a-spacing-none"">
<li>
<span class=""a-list-item"">TOP QUALITY: This shower combo set contains only top-quality selected metal parts. The faucet body, 10 inch ultra-thin pressurized </span>Rain shower head, 59 inches shower hose, ceiling shower arm, shower holder even the embedded valve body are all made of brass material, which made it more durable than those made from stainless steel and plastic.</li>
<li><span class=""a-list-item"">HIGH PRESSURE: Pressure Balancing Shower Mixer Valve, The Diameter of the shower valve is 40mm, while other brands are 35mm only, which ensure higher pressure water to the rain shower head and handheld, the cartridge with cUPC certification, make sure you can enjoy a smooth shower even at low water pressure area</span></li>
<li><span class=""a-list-item"">3-FUNCTION WITH ONE SWITCH: Our shower valve comes with built-in diverter. Ceramic disc diverter valve provides smooth and easy function-switching operations , you can choose among 3 shower settings with one switch.</span></li>
<li><span class=""a-list-item"">6 PIECES SHOWER SPA BODY JETS: 360 Rotation Jets, Enjoy a Full-Body Shower, With the Body Spray you can shower from all angles and enjoy an invigorating.</span></li>
<li><span class=""a-list-item"">EASY INSTALLATION GUARANTEED: Designed to easily install with standard U.S / Canada plumbing connections, Standard 1/2"" NPT tapered threads.</span></li>
<li>Warranty : 5 years + Lifetime warranty on Cartridge.</li>
</ul>",FaucetWorld,Hardware > Plumbing > Plumbing Fixture Hardware & Parts > Shower Parts > Bathtub & Shower Jets,Bathtub & Shower Jets,Jets Shower Sets,true,Color,Chrome,,,,,,,,,0.0,shopify,15,deny,manual,449.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/products/InCollage_20220905_221131021.jpg?v=1662430752,1,,false,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/products/Gotonovo_Matte_Black_Ceiling_Mounted_Rain_Mixer_Shower_Faucet_Set_12_Inch_Square_Rainfall_Shower_Head_With_6_Body_Spray_Jets_And_Brass_Handshower_Pressure_Balance_Rough-in_Valve_And_T.webp?v=1662430751,kg,,,active
rainfall-shower-systems-with-4-body-jets-wall-mounted,Rainfall Shower Systems with 4 Body Jets Wall Mounted,"<ul class=""a-unordered-list a-vertical a-spacing-none"">
<li>
<span class=""a-list-item"">TOP QUALITY: This shower combo set contains only top-quality selected metal parts. The faucet body, 10 inch ultra-thin pressurized </span>Rain shower head, 59 inches shower hose, wall mounted shower arm, shower holder even the embedded valve body are all made of brass material, which made it more durable than those made from stainless steel and plastic.</li>
<li><span class=""a-list-item"">HIGH PRESSURE: Pressure Balancing Shower Mixer Valve, The Diameter of the shower valve is 40mm, while other brands are 35mm only, which ensure higher pressure water to the rain shower head and handheld, the cartridge with cUPC certification, make sure you can enjoy a smooth shower even at low water pressure area</span></li>
<li><span class=""a-list-item"">3-FUNCTION WITH ONE SWITCH: Our shower valve comes with built-in diverter. Ceramic disc diverter valve provides smooth and easy function-switching operations , you can choose among 3 shower settings with one switch.</span></li>
<li><span class=""a-list-item"">4 PIECES SHOWER SPA BODY JETS: 360 Rotation Jets, Enjoy a Full-Body Shower, With the Body Spray you can shower from all angles and enjoy an invigorating.</span></li>
<li><span class=""a-list-item"">EASY INSTALLATION GUARANTEED: Designed to easily install with standard U.S / Canada plumbing connections, Standard 1/2"" NPT tapered threads.</span></li>
<li>Warranty : 5 years , Lifetime warranty on Cartridge.</li>
</ul>",FaucetWorld,Hardware > Plumbing > Plumbing Fixture Hardware & Parts > Shower Parts > Bathtub & Shower Jets,Bathtub & Shower Jets,Jets Shower Sets,true,Color,Chrome,,,,,,,,,5500.0,shopify,15,deny,manual,424.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/products/InCollage_20220905_211604884.jpg?v=1662427468,1,,false,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/products/Screenshot_20220831-215121_Amazon_Shopping.jpg?v=1662427468,kg,,,active
rainfall-shower-sets-6-body-jets-ceiling-mounted,Rainfall Shower Systems with 4 Body Jets Ceiling Mounted,"<ul class=""a-unordered-list a-vertical a-spacing-none"">
<li>
<span class=""a-list-item"">TOP QUALITY: This shower combo set contains only top-quality selected metal parts. The faucet body, 10 inch ultra-thin pressurized </span>Rain shower head, 59 inches shower hose, ceiling shower arm, shower holder even the embedded valve body are all made of brass material, which made it more durable than those made from stainless steel and plastic.</li>
<li><span class=""a-list-item"">HIGH PRESSURE: Pressure Balancing Shower Mixer Valve, The Diameter of the shower valve is 40mm, while other brands are 35mm only, which ensure higher pressure water to the rain shower head and handheld, the cartridge with cUPC certification, make sure you can enjoy a smooth shower even at low water pressure area</span></li>
<li><span class=""a-list-item"">3-FUNCTION WITH ONE SWITCH: Our shower valve comes with built-in diverter. Ceramic disc diverter valve provides smooth and easy function-switching operations , you can choose among 3 shower settings with one switch.</span></li>
<li><span class=""a-list-item"">4 PIECES SHOWER SPA BODY JETS: 360 Rotation Jets, Enjoy a Full-Body Shower, With the Body Spray you can shower from all angles and enjoy an invigorating.</span></li>
<li><span class=""a-list-item"">EASY INSTALLATION GUARANTEED: Designed to easily install with standard U.S / Canada plumbing connections, Standard 1/2"" NPT tapered threads.</span></li>
<li>Warranty : 5 years , Lifetime warranty on Cartridge.</li>
</ul>",FaucetWorld,Hardware > Plumbing > Plumbing Fixture Hardware & Parts > Shower Parts > Bathtub & Shower Jets,Bathtub & Shower Jets,Jets Shower Sets,true,Color,Chrome,,,,,,,,,5500.0,shopify,15,deny,manual,424.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/products/InCollage_20220905_201843022.jpg?v=1662423796,1,,false,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/products/Gotonovo_Matte_Black_Ceiling_Mounted_Rain_Mixer_Shower_Faucet_Set_12_Inch_Square_Rainfall_Shower_Head_With_6_Body_Spray_Jets_And_Brass_Handshower_Pressure_Balance_Rough-in_Valve_And_T_767f6099-459e-49c1-bf90-106b534fe70c.jpg?v=1662423795,kg,,,active
full-thermostatic-rainfall-shower-sets-6-body-jets-ceiling-mounted,Full Thermostatic Rainfall Shower Sets 6 Body Jets Ceiling Mounted,"<ul class=""a-unordered-list a-vertical a-spacing-none"">
<li><span class=""a-list-item"">Full Thermostatic Shower Set with 6 body jets, all 3 options can be turned on at the same time or separate with a press of the button.</span></li>
<li>
<span class=""a-list-item"">QUALITY: This shower combo set contains only top-quality selected metal parts. The faucet body, 12 inch ultra-thin pressurized </span>Rain shower head, 59 inches shower hose, ceiling mounted shower arm, shower holder even the embedded valve body are all made of brass material, which made it more durable than those made from stainless steel and plastic.</li>
<li><span class=""a-list-item"">HIGH PRESSURE: Thermostatic Mixer Valve, high pressure water to the rain shower head, jets  and handheld, the cartridge with cUPC certification, make sure you can enjoy a smooth shower even at low water pressure area</span></li>
<li><span class=""a-list-item"">3-FUNCTION: You can choose among 3 shower settings: Shower Head , Jets or Hand held wand. All the options can be used separately or at the same time with the press of a button , single option , double option or triple option.</span></li>
<li><span class=""a-list-item"">EASY INSTALLATION GUARANTEED: Designed to easily install with standard U.S / Canada plumbing connections, Standard 1/2"" NPT tapered threads.</span></li>
<li>Warranty : 5 years + Lifetime warranty on Cartridge.</li>
</ul>",FaucetWorld,Hardware > Plumbing > Plumbing Fixture Hardware & Parts > Shower Parts > Bathtub & Shower Jets,Thermostatic shower set with 6 body jets,Thermostatic Shower Sets,true,Color,Chrome,,,,,,,,,0.0,shopify,5,deny,manual,1325.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/products/GridArt_20220816_000030121.jpg?v=1662164266,1,,false,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/products/Ceiling_Mounted_Chrome_3_Way_Thermostatic_Complete_Shower_System_With_6_Body_Jets_Work_Simultaneously_And_Seperately.jpg?v=1662164265,kg,,,active
vessel-sink-faucets-tall-body-4-colors,Vessel Sink Faucets Tall Body (4 colors),"<p><span>• Single Hole, Single Handle ,Vessel Sink Faucets</span><br><span>• Available colors : Black, Chrome, Brushed Nickel,Brushed Gold</span><br><span>• Installation Type: Deck Mounted, Single Hole</span><br><span>• Ceramic Valve Core Material</span><br><span>• Hot and Cold</span><br><span>• Material: 304 Stainless Steel</span><br><span>• Salt Spray Tested</span><br><span>• Rustproof and Corrosion Resistant</span><br><span>• Elegant Modern Square Design</span><br><span>• 35mm Ceramic Cartridge</span><br><span>• 500 000+ Open and Close.           </span><span>•Prime filter aerator</span><br><span>• Installation hardware included in the box.</span><br><span>• Warranty: 5 Years</span><br><span>• Not Included: Drain, Plate Cover, Vessel Sink</span></p>",FaucetWorld,Hardware > Plumbing > Plumbing Fixtures > Faucets,Faucets,Vessel Sink Faucets,true,Color,Chrome,,,,,,,,,0.0,shopify,10,deny,manual,126.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/products/GridArt_20220828_191301645.jpg?v=1661728625,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/products/IMG-20220415-WA0017.jpg?v=1661728625,kg,,,active
round-2-functions-rainfall-shower-system-valve-included,Round 2-Functions Rainfall Shower System Valve Included,"<ul class=""a-unordered-list a-vertical a-spacing-none"">
<li>
<span class=""a-list-item"">TOP QUALITY: This shower combo set contains only top-quality selected metal parts. The faucet body, 8 inch ultra-thin pressurized </span>Rain shower head, 59 inches shower hose, wall mounted shower arm, shower holder even the embedded valve body are all made of brass material, which made it more durable than those made from stainless steel and plastic.</li>
<li><span class=""a-list-item"">HIGH PRESSURE: Pressure Balancing Shower Mixer Valve, The Diameter of the shower valve is 40mm, while other brands are 35mm only, which ensure higher pressure water to the rain shower head and handheld, the cartridge with cUPC certification, make sure you can enjoy a smooth shower even at low water pressure area</span></li>
<li><span class=""a-list-item"">2-FUNCTION WITH ONE SWITCH: Our shower valve comes with built-in diverter. Ceramic disc diverter valve provides smooth and easy function-switching operations , you can choose among 2 shower settings with one switch.</span></li>
<li><span class=""a-list-item"">EASY INSTALLATION GUARANTEED: Designed to easily install with standard U.S / Canada plumbing connections, Standard 1/2"" NPT tapered threads.</span></li>
<li>Warranty : 5 years , Lifetime warranty on Cartridge.</li>
</ul>",FaucetWorld,Hardware > Plumbing > Plumbing Fixtures > Shower Stalls & Kits,,Rainfall 2 Way Shower Sets,true,Color,Chrome,,,,,,,,,3550.0,shopify,20,deny,manual,164.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/products/GridArt_20220815_230652638.jpg?v=1660619520,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/products/Round_3_Functions_Wall_Mount_Dual_Shower_Heads_Shower_System_In_Brush_Gold.jpg?v=1660619519,kg,,,active
pull-out-kitchen-faucets-1-or-3-hole-installation,Pull Out Kitchen Faucets 1 or 3 hole Installation,"<ul>
<li>NEW Design, Pull Out, 1 or 3 hole Installation, Single Handle , Kitchen Faucets</li>
<li>TWO-FUNCTION SPRAYER HEAD: Kitchen sink faucet setting (STREAM, SPRAY), stream for filling water, spray for rinsing,  providing stable water pressure, makes cleanup easier.</li>
<li>Available in Black , Brushed Nickel</li>
<li>Hot and Cold</li>
<li>Material: 304 Stainless Steel</li>
<li>Fresh design easy to match most sink</li>
<li>Filter Aerator</li>
<li>360° Rotation</li>
<li>35mm Ceramic Cartridge</li>
<li>500 000+ Open and Close</li>
<li>Easy to clean: Cleaning faucet by cloth is enough in Daily Use.</li>
<li>Installation hardware included in the box</li>
<li>Included : Plate Cover</li>
<li> 5 YEAR WARRANTY.</li>
</ul>",FaucetWorld,,Pull Out Kitchen Faucets,Pull Out Kitchen Faucets,true,Color,Black,,,,,,,,,1800.0,shopify,25,deny,manual,84.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/products/1634430761566.png?v=1660525018,1,,false,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/products/1634430824839.png?v=1660525018,kg,,,active
bathroom-faucet-deck-mounted-single-hole,Bathroom Faucet Deck Mounted Single Hole,"<p>• Single Hole , Single Handle, Deck Mounted Bathroom Faucet<br>• Available colors : Black, Chrome, Gold<br>• Installation Type: Deck Mounted, Single Hole<br>• Ceramic Valve Core Material<br>• Hot and Cold<br>• Material: Brass Construction<br>• Rotatable<br>• Rustproof and Corrosion Resistant<br>• Elegant Modern Square Design<br>• 35mm Ceramic Cartridge<br>• 500 000+ Open and Close                                          • Prime aerator<br>• Installation hardware included in the box.<br>• Warranty: 5 Years<br>• Not Included: Drain, Plate Cover</p>",FaucetWorld,Hardware > Plumbing > Plumbing Fixtures > Faucets,Faucets,,true,Color,Chrome,,,,,,,,,1450.0,shopify,10,deny,manual,134.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/products/GridArt_20220813_201817828.jpg?v=1660436425,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/products/1658803009989.png?v=1660436425,kg,,,active
waterfall-vessel-sink-bathroom-faucets,Waterfall Vessel Sink Bathroom Faucets,"<p>• Vessel Sink Faucets, Single Hole, Single Handle Waterfall<br>• Available colors : White,Black, Chrome, Brushed Nickel<br>• Installation Type: Deck Mounted, Single Hole<br>• Ceramic Valve Core Material<br>• Hot and Cold<br>• Material: Brass Construction<br>• Salt Spray Tested<br>• 35mm Ceramic Cartridge<br>• 500 000+ Open and Close                                          • Prime filter aerator<br>• Installation hardware included in the box.<br>• Warranty: 5 Years<br>• Not Included: Drain, Plate Cover</p>",FaucetWorld,Hardware > Plumbing > Plumbing Fixtures > Faucets,Faucets,Vessel Sink Faucets,true,Color,Chrome,,,,,,,,,1500.0,shopify,10,deny,manual,124.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/products/GridArt_20220206_183953823.png?v=1644191004,1,,false,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/products/20201225_111420.jpg?v=1644191001,kg,,,active
rainfall-thermostatic-shower-set-adjustable-jets-hand-held,Full Thermostatic Rainfall Shower Sets 6 Body Jets,"<ul class=""a-unordered-list a-vertical a-spacing-none"">
<li><span class=""a-list-item"">Full Thermostatic Shower Set with 6 body jets, all 3 options can be turned on at the same time or separate with a press of the button.</span></li>
<li>
<span class=""a-list-item"">QUALITY: This shower combo set contains only top-quality selected metal parts. The faucet body, 12 inch ultra-thin pressurized </span>Rain shower head, 59 inches shower hose, wall mounted shower arm, shower holder even the embedded valve body are all made of brass material, which made it more durable than those made from stainless steel and plastic.</li>
<li><span class=""a-list-item"">HIGH PRESSURE: Thermostatic Mixer Valve, high pressure water to the rain shower head, jets  and handheld, the cartridge with cUPC certification, make sure you can enjoy a smooth shower even at low water pressure area</span></li>
<li><span class=""a-list-item"">3-FUNCTION: You can choose among 3 shower settings: Shower Head , Jets or Hand held wand. All the options can be used separately or at the same time with the press of a button , single option , double option or triple option.</span></li>
<li><span class=""a-list-item"">EASY INSTALLATION GUARANTEED: Designed to easily install with standard U.S / Canada plumbing connections, Standard 1/2"" NPT tapered threads.</span></li>
<li>Warranty : 5 years + Lifetime warranty on Cartridge.</li>
</ul>",FaucetWorld,Hardware > Plumbing > Plumbing Fixture Hardware & Parts > Shower Parts > Shower Heads,Thermostatic shower set with 6 body jets,Thermostatic Shower Sets,true,Color,Chrome,,,,,,,,,7900.0,shopify,10,deny,manual,1325.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/products/GridArt_20220813_114459144.jpg?v=1660410107,1,,false,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/products/IMG-20210906-WA0004.jpg?v=1660410106,kg,,,active
